Title,Price,Currency,Location,URL
Ergo Engage 141 W76C i3 Laptop (P100),29.00,GBP,GB,https://www.ebay.co.uk/itm/325861972926?_skw=laptop&hash=item4bdee31bbe:g:l0gAAOSwe4VlORtK
"HP 250 G7 15.6"" Laptop i7-8565U 1.80GHz 8GB RAM 256GB NVMe *Scratches",122.18,GBP,GB,https://www.ebay.co.uk/itm/387711651011?_skw=laptop&hash=item5a456a4cc3:g:J48AAOSwem5nPflP
HP PROBOOK LAPTOP  650 G1  SSD  + CHARGER,95.00,GBP,GB,https://www.ebay.co.uk/itm/204908644633?_skw=laptop&hash=item2fb581c919:g:uDcAAOSwwq5mpNm9
"RARE Genuine Panasonic ToughPad FZ-G1 MK4, MK5 stylus pen + tether",29.99,GBP,GB,https://www.ebay.co.uk/itm/305638207367?_skw=laptop&hash=item472974ef87:g:rqAAAOSwdppmeWcN
"ASUS ZenBook Duo UX482EA 14"" Laptop - Intel Core i7 - Blue - REFURB-C",659.43,GBP,GB,https://www.ebay.co.uk/itm/354696039477?_skw=laptop&hash=item5295880c35:g:5K4AAOSwgz9mBn3q
Compaq Armada 1750 Laptop - Parts/Repair Only - Fantastic Condition!,50.00,GBP,GB,https://www.ebay.co.uk/itm/205037311073?_skw=laptop&hash=item2fbd2d1461:g:nRIAAOSwV3ZnCTqx
Dell Vostro 3580 Windows 11 Pro laptop Core i3-8145U 4GB,85.55,GBP,GB,https://www.ebay.co.uk/itm/226488746068?_skw=laptop&hash=item34bbc80054:g:4EkAAOSwqc1nVwrx
"Panasonic Toughpad  FZ-G1 MK5,  i5,  Win 11 Top Of The Range Model FZ-G1 7th Gen",199.99,GBP,GB,https://www.ebay.co.uk/itm/166690700880?_skw=laptop&hash=item26cf8a3e50:g:zJkAAOSwrodmVfYc
"Dell Latitude 3330 13.3"" Laptop Core i3 8GB RAM 180GB SSD Win 11 Pro Office",219.99,GBP,GB,https://www.ebay.co.uk/itm/296588672962?_skw=laptop&hash=item450e0fffc2:g:cfYAAOSwVBhmll6c&amdata=enc%3AAQAJAAAA4H%2FqIbIc6o8B4%2BvpFzQyE8V5u1Wfb37UrBgcuYjtRSaPBLwY5vm8Yhy%2BLWEs3c5APHcR4B2%2Fixfp6yiGhw%2BPisSb9Gh2lgQo594hi2cVJNMoGAMn2UWwlyiTlf8da3zBHLKd%2FsyHQko5d%2F24g0NvJDWvqsPySHq%2BNM%2BL8uU9cRHdOSawsNbP1pEuGdS30ZzSam5CRRoZuTbkrlRepwepl%2BLjwFdT0%2FKzCC61HM5Qeag0rrvImSr2qL7UKSL1EQWcnz66TgfuZ%2FUzGxfWqE4PaVKnQFffDqoOtnpByZ6hfEhF
Dell Inspiron 13-5378 i5-7200U 8GB RAM 256GB SSD Windows 10 Home,120.00,GBP,GB,https://www.ebay.co.uk/itm/186778369907?_skw=laptop&hash=item2b7cdbbf73:g:MkMAAOSwQctnM0iX&amdata=enc%3AAQAJAAAA4H%2FqIbIc6o8B4%2BvpFzQyE8XDavl97yxuyp3Dmyp8UnYAevhIuSyciXvSyulLH13fw89jbc65eKtivug3ethAWzGeuAk121NxPKqJmkIwa8r9l8Gq1j9lmo%2FuNSHHGKTs%2Bm%2FQA9Xz9JeDjFEuQaP%2FItXIWCcbP9gMQHQN2fw3P6i22uy1d5wugD0qjb7XKsRgtLIHBdIrlWAIrL93Tu2OrT4DvIDK4EFCR0FHN5lEIP4gxIVFO3%2Bd5%2FBH0Eq633rZsb888fkxNO%2FqaMQ27W9oRjGy7hRVW%2Be0gkpQjAS2lxkK
"HP 245 G8 14"" Laptop AMD Athlon Silver 3050U 4GB RAM 128GB SSD *Missing Key*",57.59,GBP,GB,https://www.ebay.co.uk/itm/116289860692?_skw=laptop&hash=item1b136a7454:g:EUEAAOSwfq9muxhv&amdata=enc%3AAQAJAAAA4H%2FqIbIc6o8B4%2BvpFzQyE8WDus7yYTUDkpFGgU%2F%2BoX0BE3yBM9q4bwdwOUrKbljK4vRgkaje6TirHHI9ls5oD4hcB3ezInz3bZUKgJFvP8zloIsVoxXUwiGZNJPI83vxbpJqonHqiIjmi%2FBE7IegvKu9VvvRdGRVlIj3eH1wuB6Vvt9nT3vBh1QfuYwf5iaPChdBur67r1Um9WrZv6zrmGqVSog7V07Zf8dXkO%2F2ZVlpss34nmKBeITMqVEnl2dai%2Bcq63I6WNWlWSPUe1fDZittJgg1vbBFlMVqqytifFsP
Sony Vaio VPCCB 15.6” inch Full HD Blu-Ray Core i7-2640M 512GB SSD 12GB RAM W10P,198.00,GBP,GB,https://www.ebay.co.uk/itm/395975781312?_skw=laptop&hash=item5c31feebc0:g:qCUAAOSwXUFnU4hK&amdata=enc%3AAQAJAAAA4H%2FqIbIc6o8B4%2BvpFzQyE8U7BO%2BGbAne1fE7TBWcqXUhwHK4hQJR5Hz%2BQIHt9fYOe%2BPEJtnJYKGRIz%2FDKLP3Thr8g64Tm5nIOJLZxrN%2BP7Dr2VKrlTR0gtg2%2FMq1tbd%2FwDYLkhIxa0%2F1HEEN9X2XwbUyyStiHbBrzgGqaMScJ6sqphFDZE4HqY47v%2Ff3zPRakrH2ALA%2B%2FvuJZgY9%2B8nD7ajDVuFS2nM%2BJAJXG3Maae9uNPFr2P3NCz4VXnN9mEnhTY--%2BrENfTO9SyScMSY0hItOO3xM3b9oiJU8hoLq0v8s
Budget Cheap Intel i5 6th Gen Laptop With Windows 10 8GB Memory 128GB SSD Wifi,109.99,GBP,GB,https://www.ebay.co.uk/itm/176267289221?_skw=laptop&hash=item290a596285:g:S8wAAOSwSdVl8DMD&amdata=enc%3AAQAJAAAA4H%2FqIbIc6o8B4%2BvpFzQyE8XMaeI%2FRIKBBwFxtu9v3KUXWwgDpsrKr6hBw9d%2BbfjvrWsh4XsPTsbKDxxjk9buUCznt1%2B4Gc5%2FSO3Wao6k0P9pTNVyJixoxx%2FM8RwSAR9otdCH0uV3uPmec10qoj3BozEeikhDNLCrymHnN2bWGgMUpF1w330ahsyOJQXdkWKUYZ%2FTzc43scTIyNeEv%2F%2BleLJLHzcRon5PqJXc8V2YyBrVhs6bd15dgiUEdlJlinMg9MMoL2pFXQgbIsFwIlqSfUgcnCcp2LRue8sThh7l3dhc
"HP ProBook 650 G3 15.6"" Laptop I5-7200U 2.50 GHz 16GB 500GB HDD",89.99,GBP,GB,https://www.ebay.co.uk/itm/135431423768?_skw=laptop&hash=item1f88578718:g:kP0AAOSwJmJnVwFN&amdata=enc%3AAQAJAAAA4H%2FqIbIc6o8B4%2BvpFzQyE8VOkhhrvbXfKDk5PeW7LnkbNsuq8wcj5BgHPS2LA2252%2Ft3YAl5fgoVXBxFZGYDoeLLguJA0BVBzzzWjyaBdFW%2BEJzxLdi4s0i%2BKGqpgpfcnrgTnHjdrICY2XaRovX%2FSeyUAqEeBU1le0cBnh4%2FAYgSJeIWPzKpqkeyP%2FR4g7fS9EKD78oLGo0ieLRAY%2Fef8W6PYtIN%2B75ysGPLwSTsTgjvFe7IGpLfa56sIN3U8wnHRT16%2BXCMxRuwc6eTv710C9mDShzkyz1oNUxl9IBcffPm
Apple Macbook A1181 Black Laptop For Spares and Repairs,20.00,GBP,GB,https://www.ebay.co.uk/itm/304568688218?_skw=laptop&hash=item46e9b55e5a:g:7xMAAOSwTJBi1s4i
"Lenovo Ideapad 110 15.6"" Cheap Laptop Intel N3060 4GB Ram 500GB SSD Windows 10.",109.99,GBP,GB,https://www.ebay.co.uk/itm/335707068437?_skw=laptop&hash=item4e29b35815:g:QzAAAOSwCcdlfyeU
2 in 1 Lenovo ThinkPad X1 Tablet Gen 3 Core i5 8th Gen 8GB RAM 1TB Webcam Touch,299.99,GBP,GB,https://www.ebay.co.uk/itm/116249172720?_skw=laptop&hash=item1b10fd9af0:g:zJoAAOSwh4dmj~k6
"PRICE CUT - Lenovo ThinkPad T440s 14"" I7-4600U 8GB 120GB SSD Windows 10 Home",124.99,GBP,GB,https://www.ebay.co.uk/itm/176508414088?_skw=laptop&hash=item2918b8a888:g:NVwAAOSwsbJnVsvn
Dell Inspiron 7370 Laptop - Intel i5-8250U - 8Gb - 256Gb SSD - Make me an offer,200.00,GBP,GB,https://www.ebay.co.uk/itm/167060940516?_skw=laptop&hash=item26e59ba6e4:g:rhsAAOSwzExnJjEB
Lenovo C340-15 Chromebook 2in1 Tablet Pentium Gold Touch screen 32GB Google Clas,79.99,GBP,GB,https://www.ebay.co.uk/itm/146259650331?_skw=laptop&hash=item220dc1271b:g:ST8AAOSw3glmnpgt
"Hp 14-CE3609 14""FHD Core i5-1035g1 1.19Gh 512gb 8GB Win11 Good Cheap Fast Laptop",170.00,GBP,GB,https://www.ebay.co.uk/itm/256704989063?_skw=laptop&hash=item3bc4cf4787:g:QOIAAOSwIYpm9V8k
"HP Pavilion 15.6"" FHD Touch screen Laptop Intel i7-12th Gen- 1 TB SSD 32GB RAM",635.00,GBP,GB,https://www.ebay.co.uk/itm/316008251546?_skw=laptop&hash=item49938f409a:g:Yy8AAOSwxT5nSMJc
"Toshiba Dynabook Tecra x40 14"" Laptop Intel Core i5-8265U 8GB 256GB Touchscreen",99.99,GBP,GB,https://www.ebay.co.uk/itm/256539349446?_skw=laptop&hash=item3bbaefd1c6:g:f0cAAOSwFxBmBubB
Dell Laptop Latitude Windows 11 i7-6600U 2.60Ghz 256Gb SSD 8GB RAM - E5570,119.99,GBP,GB,https://www.ebay.co.uk/itm/267086862168?_skw=laptop&hash=item3e2f9e1758:g:lfwAAOSwXbBm9S8j&amdata=enc%3AAQAJAAAA4H%2FqIbIc6o8B4%2BvpFzQyE8Wo%2FkScIAYaqKqbkD7QWEYCuPFOsIhqhLtl%2Fnif6Mm3cdFkdbiUIXHcHgjkzWavJA9XaDQQqMGTRvArEWXSVKYRaxJIPjAIuy6DX6t7dL58CJPpsT4lHCcV3O0Gtk0fSAG81weC%2FQEEG79aGPo7jG1iRDhRsO7NH8GIrrr0DTV9H%2F%2BNBx8VG6v99%2BD12bYDaaTUk4S7%2F4vzKP40tVgo4j3VKzAdFSaxnn5lOR3HncNYsw7SUJ980RhW1oz0CAgnY3t6ZCZxXUUWZ%2FKjf%2FlBh3%2Fv
"ASUS VivoBook 15.6"" Laptop X515EA F515EA - Core i3-1115G4/8GB RAM/256GB SSD",239.00,GBP,GB,https://www.ebay.co.uk/itm/126649444898?_skw=laptop&hash=item1d7ce52a22:g:0jwAAOSw2UBm0J2-&amdata=enc%3AAQAJAAAA4H%2FqIbIc6o8B4%2BvpFzQyE8WgIL5AAdy2r1KTka7qBRBns4O2R1LvH2Mvj6ovdmbFPpqwsppPT5T6NaAqx36asO0Y1b0OBkFj015auCwKXu%2Fj%2F721Qt7UeKq8OEkBR6NJtLPo80%2BIDHc2QAvXDzMIljtSo0sYdjF0ccAD9wfFsQXP%2FI08SkEEKIL7Z2k4b8ZGIFf78cGtUriVNDjlI6YKzPGZJQaQDnnx5EldpHYz2Ki5mv9oRhlZ7OFQoUa7khnYOsvuItldH0LJYxDrca7QWCD%2B4FJQghv0IiagmiM53%2BMN
"HP EliteBook 850 G5 Core i5-8265U 16GB RAM 1TB SSD 15.6"" Laptop Windows 11",319.99,GBP,GB,https://www.ebay.co.uk/itm/155756134129?_skw=laptop&hash=item2443c9fef1:g:ypUAAOSwWqtk90IS&amdata=enc%3AAQAJAAAA4H%2FqIbIc6o8B4%2BvpFzQyE8Uc6DFTD3L%2B%2FtyqNilV4zropzAgPeSTXimq%2BpTCFckrJ%2BCm6FNFRWvvvwJcljgQQ3S6orMZgZar5Fn9YpwdSn%2BK0Qti1kdYW8wl%2BGLaDyfBYthhYTMnJ3mzfqfi7kPynbQ9zD3Ki8wTwiUul9lFWslBKUiQgha4Ig5y1SvYHz3eCg%2FieDv%2FNDxtXzlGplaRkoQLW%2FjYNZvnKJD231htZxpkNNUo3MvoPsLEVzihzXl%2Bgx5TGrzYWZ%2BYy8i0Ei1TdHHnr26vQunTHEifI73GEimJ
"Asus UX410U 14"" Screen i7-8500U@1.8ghz 8GB RAM 256GB SSD Win 11 Pro",169.00,GBP,GB,https://www.ebay.co.uk/itm/186666110457?_skw=laptop&hash=item2b762acdf9:g:qwgAAOSwAmhm1aIG&amdata=enc%3AAQAJAAAA4H%2FqIbIc6o8B4%2BvpFzQyE8Vm%2B1KmVf3PMjwO4sY8utNaoxQpVrks9T6MiggoGoiYQckwPkSB276t919D92t%2BFQEvPx6wNcbsUjlY8gn2qKmKvT%2F5FYhnjB1ELy%2BufBcC3XdOpPU4cLKfx48kErAmj6rveucEvODJ5F0DVgwX2beYg1bkBmg8fg%2FaFFMz07%2BER6Aza8Oo69yLAWnSqOBuT3tKydR%2F6JlF43pOtW%2Bmq4FbVuHF7SOIKR9pqsoyKVmT0rc7l6eTN0t04UcByLc%2BVAiaGAakQWxE%2Fhvu5p7W6o8j
HP compaq 6730b laptop Intel core2 duo CPU P8400 @ 2.26GHz 2GB RAM For Parts ,22.00,GBP,GB,https://www.ebay.co.uk/itm/375719141296?_skw=laptop&hash=item577a9b1fb0:g:AbQAAOSwGKpmwcRF
Porsche Design Book One i7 7th Gen CPU 16GB DDR3 RAM 512GB NVMe SSD Windows 11 ,300.00,GBP,GB,https://www.ebay.co.uk/itm/305950627496?_skw=laptop&hash=item473c1416a8:g:LlQAAOSwacBnEsMy
"LENOVO S130-14 14.1"" LAPTOP, INTEL CELERON N4000, 4GB, 64GB EMMC, WINDOWS 11",89.99,GBP,GB,https://www.ebay.co.uk/itm/276590370934?_skw=laptop&hash=item4066122076:g:smMAAOSwnVxmkuXy
"HP 250 G7 15.6"" Laptop i7-8565U 1.80GHz 8GB RAM 256GB NVMe *Scratches",122.18,GBP,GB,https://www.ebay.co.uk/itm/387711651011?_skw=laptop&hash=item5a456a4cc3:g:J48AAOSwem5nPflP
"Cheap Gaming Laptop Fast RYZEN 7 16GB RAM 512GB SSD 14"" Win11 Vega 10 GPU PC",299.00,GBP,GB,https://www.ebay.co.uk/itm/156546511069?_skw=laptop&hash=item2472e630dd:g:kOgAAOSw3IJm4fAl
"Dell Latitude E6410 Core i5-460M 2.53Ghz 4GB 64GB SSD 14.1"" Laptop Notebook",71.25,GBP,GB,https://www.ebay.co.uk/itm/274795079506?_skw=laptop&hash=item3ffb102752:g:uEgAAOSwSQpgQRkM
Dell LATITUDE_7410_CHROME I7-10610U 1.80GHZ 16 GB RAM 128 GB QWERTY UK,288.78,GBP,GB,https://www.ebay.co.uk/itm/365277079702?_skw=laptop&hash=item550c35e896:g:1NYAAOSw5e9nVrit
Office Professional Plus 2019 Retail Lifetime NEW USB STICK,19.99,GBP,GB,https://www.ebay.co.uk/itm/176641511322?_skw=laptop&hash=item2920a78f9a:g:PukAAOSwgBdnF3jW
"Dell Inspiron 15 3582 15.6"" Laptop N5000 1.10GHz 8GB RAM 256GB NVMe *Marks",100.00,GBP,GB,https://www.ebay.co.uk/itm/387712856004?_skw=laptop&hash=item5a457cafc4:g:yM0AAOSw~zhnWAPq
"HP ProBook 4540S, 15.6'' ,Graphite, Intel Core i3 CPU, 4GB RAM, 180GB SSD,Win 11",99.00,GBP,GB,https://www.ebay.co.uk/itm/286081308425?_skw=laptop&hash=item429bc65709:g:Uu4AAOSw3UlmW4nu
"HP Chromebook 15a-na0007na 15.6"" Laptop Intel N4500 4GB RAM 128GB eMMC ChromeOS",229.99,GBP,GB,https://www.ebay.co.uk/itm/286096388706?_skw=laptop&hash=item429cac7262:g:DucAAOSw2QNmo7Mj
Dell Inspiron 13-5378 i5-7200U 8GB RAM 256GB SSD Windows 10 Home,120.00,GBP,GB,https://www.ebay.co.uk/itm/186778369907?_skw=laptop&hash=item2b7cdbbf73:g:MkMAAOSwQctnM0iX&amdata=enc%3AAQAJAAAA4H%2FqIbIc6o8B4%2BvpFzQyE8XDavl97yxuyp3Dmyp8UnYAevhIuSyciXvSyulLH13fw89jbc65eKtivug3ethAWzGeuAk121NxPKqJmkIwa8r9l8Gq1j9lmo%2FuNSHHGKTs%2Bm%2FQA9Xz9JeDjFEuQaP%2FItV6dbIKjMfxOOC0uo4jtnRwp%2FfJboicmAPfr9Pr6MOdKV8T6k9WvVsuXIR3HBV7seRUDmTle7eMvNeHH2phYmExHwao8xQVAP%2BzR5woNEiycbiNKhBvwKSTvT0kcRF5ai5ErQqApOAAH%2B1Qex1uYAdl
"Lenovo ThinkPad L490 Laptop - 14"" FHD i5-8265U CPU 8GB Ram 512GB SSD Windows 11",199.85,GBP,GB,https://www.ebay.co.uk/itm/256741249354?_skw=laptop&hash=item3bc6f8914a:g:06wAAOSwLh9nUwUo&amdata=enc%3AAQAJAAAA4H%2FqIbIc6o8B4%2BvpFzQyE8USWIarFYBx5f9LHoHG5oYP8U9oLmhj%2BwOlsmUIG%2Bs3DVHoG03NI9MqzkESsR4WN3mKqNnIpj9AFuBGFEz%2Bp4JA2dMSZ2uw%2FNylHfzRT%2B4MoZbBiYCu5pPlL%2BMuCPe3r17e1Ikh%2FtETFhrJ3Z6WdT0lqFxxE%2F2Uk4VlPsPqSFGBhaitgunm7E8X05iqBFLDNGjGpfrnZLMB8PnYhG%2B2dAjYHasDJpD%2FxiV%2BJne%2BLggH9TX%2FSDoBVxRxmeqbV1BUlSNbuk4kNopKtYa%2F19z7qQtT
"Acer 16"" Gaming Laptop 16 GB RAM 512GB AMD Ryzen™ 7 Windows 11 Home - Black",903.00,GBP,GB,https://www.ebay.co.uk/itm/296654683169?_skw=laptop&hash=item4511ff3c21:g:-u4AAOSwZA5m~hdg
Hp G61 Laptop 320hdd 4gb Ram Intel Celeron Dual-Core T3100,45.00,GBP,GB,https://www.ebay.co.uk/itm/375723038152?_skw=laptop&hash=item577ad695c8:g:krUAAOSwO9dlU4kz
"Lenovo IdeaPad 1 Laptop 15IGL7 15.6"" HD Pentium N5030 4GB 128GB 82V7005LUK | #A",197.99,GBP,GB,https://www.ebay.co.uk/itm/267053620537?_skw=laptop&hash=item3e2da2dd39:g:UBwAAOSwfUljuALK
"Dell Latitude 3490 Core i5 8350U 1.90GHz 8GB RAM 256GB SSD FHD 14.1"" Laptop STAN",94.99,GBP,GB,https://www.ebay.co.uk/itm/176677324555?_skw=laptop&hash=item2922ca070b:g:2VkAAOSw4T1nMxl4
"Lenovo Thinkpad T15g G2 15.6"" i9 11950H RTX 3080 32GB RAM 512GB + 2TB SSD Laptop",1209.99,GBP,GB,https://www.ebay.co.uk/itm/186835487342?_skw=laptop&hash=item2b80434a6e:g:risAAOSw9nBnWCI0
Lenovo ThinkPad L480 - Intel Core i5-8250U - 8GB RAM - 240GB SSD,250.00,GBP,GB,https://www.ebay.co.uk/itm/375857155388?_skw=laptop&hash=item5782d50d3c:g:jdgAAOSwaT9kkbR4
"Dell Precision 7740 17.3"" 64GB Ram RTX 5000 16GB Graphics - 1TB SSD (VATINC)",999.00,GBP,GB,https://www.ebay.co.uk/itm/167120330217?_skw=laptop&hash=item26e925dde9:g:BJsAAOSwEv9nQmMu
Lenovo V15 G3 82TT00G1UK Core i3-1215U 8GB 256GB SSD 15.6IN FHD Win 11,339.98,GBP,GB,https://www.ebay.co.uk/itm/196293246353?_skw=laptop&hash=item2db3fd3d91:g:vGcAAOSwxWRl8vTV
"Acer TRAVELMATE P215-51, Intel Core i5-8250U, 8GB RAM, 120 GB SSD, Win 11 Pro",180.00,GBP,GB,https://www.ebay.co.uk/itm/196338397358?_skw=laptop&hash=item2db6ae30ae:g:fNoAAOSwih9mFn-a&amdata=enc%3AAQAJAAAA4H%2FqIbIc6o8B4%2BvpFzQyE8W%2BdPShFJQRGXnxgDVaiTki99ou2pBwAH0%2Fpwvc8Ppx0LNI6rsAm99xjK3V%2B4CUarqUHa%2FDsg9EdAgJYPbUEhTdlHF2DjokHkNXVQwC1fXNEkkx9L6qG%2FsBanbflBYkElZomyR1NuW9tujEKKCTEtpdnTN1lxg2F9GY3rIPTXc4i2qaAXH5%2FxeuokxngtHvgGy7M6NczhILma2Mi0Ull2y0PwzbIKofLEwM%2BRGVe%2Fy%2Fv5cg2p2%2Fsgk3GPFEH2OmLlhv5FkzKlnKnQmRTEnbyg8z
"HP ProBook 455 G9 15.6"" Laptop AMD Ryzen 5 5625U 16GB DDR4 *No Drive, KB Issues*",189.99,GBP,GB,https://www.ebay.co.uk/itm/126821954233?_skw=laptop&hash=item1d872d72b9:g:blwAAOSweulnVtJw&amdata=enc%3AAQAJAAAA4H%2FqIbIc6o8B4%2BvpFzQyE8VTX4YDhBS3bSl8PySXTU1SfgjTpZHoXYyygIo3DQoS6L4qtKGppkAeQz0JqP7YxtHdDgdOxv5KOPVyL%2BgrOEW5duZMZVxF8QwjD4K07z7IshjdVlN6mBw979h75h66VtFnmSpdIoIFeUpUqQ5%2BiavYnzTQynBJTs6nt%2BY47C6GLv57XqWRtHW8VVPSE9PiukOxb%2F1x%2BbbA%2FG2QzuwrEYozmy5MYLXDb%2BqMeqQyy%2BQNjUjpgEuiP7NVGVc0AfUOgqwjWJoHMhV0YfaOzMvZze%2Fs
"Lenovo V130 14"" FAST LAPTOP i5-7200U 8GB 240GB SSD WINDOWS 10 AFFORDABLE #B6",98.88,GBP,GB,https://www.ebay.co.uk/itm/286092051312?_skw=laptop&hash=item429c6a4370:g:rpkAAOSwCAlm~--v
Fujitsu Esprimo Laptop |  V5515,25.00,GBP,GB,https://www.ebay.co.uk/itm/135297462672?_skw=laptop&hash=item1f805b7190:g:oFMAAOSw2qFnCtql
"HP Chromebook 15a-na0500sa 15.6"" Laptop Intel Pentium 4GB RAM 128GB eMMC Silver",199.99,GBP,GB,https://www.ebay.co.uk/itm/226487365917?_skw=laptop&hash=item34bbb2f11d:g:Ur8AAOSwxLRmRi5f
DELL INSPIRON 3700 LAPTOP,9.99,GBP,GB,https://www.ebay.co.uk/itm/325407179989?_skw=laptop&hash=item4bc3c784d5:g:~~4AAOSwlotjYVjA
"HP Compaq 14"" NC6220 Laptop Intel Pentium M 760 @ 2.00GHz 80GB HDD 512MB SDRAM",28.50,GBP,GB,https://www.ebay.co.uk/itm/392455525144?_skw=laptop&hash=item5b602c1318:g:LEgAAOSw8fddkdrF
"DELL VOSTRO 3558 LAPTOP | 15.5"" | I3-5005U | 8GB | 500GBSSD | Win 10 | Excellent",109.99,GBP,GB,https://www.ebay.co.uk/itm/186776187397?_skw=laptop&hash=item2b7cba7205:g:yUcAAOSwlgpnMgcD
Lenovo ThinkPad P15v Gen 1 i7-10850H 16GB Ram 512GB NVIDIA Quadro P620 Laptop,449.99,GBP,GB,https://www.ebay.co.uk/itm/375841246629?_skw=laptop&hash=item5781e24da5:g:6QMAAOSwTJhmn7cr
"ASUS Vivobook 16 X1605ZA 16"" Full HD Laptop i7-1255U 8GB 51GB Win 11 Silver",499.99,GBP,GB,https://www.ebay.co.uk/itm/286113659740?_skw=laptop&hash=item429db3fb5c:g:1fEAAOSw395lX1lr
Fast cheap Dell E6430 Core i5 128/256GB SSD4/8GB Laptop-WIN 10-11/1Year Warranty,175.00,GBP,GB,https://www.ebay.co.uk/itm/126473531140?_skw=laptop&hash=item1d7268ef04:g:C0EAAOSwwbRmPI60&amdata=enc%3AAQAJAAAA4H%2FqIbIc6o8B4%2BvpFzQyE8VVbvYgKT0ksyS%2FvYhg5w0Hncttrnjgeqpt0VQjM32QaU66ujs2wAxHws14h5rMrWZZh3k0SmlPXZHgseQ4fHkGiCJgUNAiKOryOFsofv1BabH6S4%2B9gGM46bidkawN4uK8Q157PzZgI5OEQk%2FmBn58B%2BZGDegWaKmy5qwdI%2BR1mEHVZgCgK%2FIwlnFbEyRsWzvx5NINbXPl0F0BliaIh%2FRiiijLELgUncJKHBk6SkUYc8Fs8SHZHCKp2Y0BwBJGsLwAxeYR0u0OAqbf74Cf7F9M
Generic Fast Cheap Intel Core i5 8th Gen Windows 11 16GB RAM 240GB SSD LAPTOP,149.99,GBP,GB,https://www.ebay.co.uk/itm/176267289270?_skw=laptop&hash=item290a5962b6:g:7PcAAOSwJM5l8Db6&amdata=enc%3AAQAJAAAA4H%2FqIbIc6o8B4%2BvpFzQyE8W%2B%2B--%2FknjHIgJeuvJt%2FbBEJvfjpSY%2F0db8dksZDx9RlK5Vk9qBhABGA%2FRi8LuAPXIwbrBeVCrIvOA4Cdajnf0OXPVUFdfb7DWp1TrU%2FIM%2F7MNcPcADbAzr1Qc4u8M6gkVvzd8TsfC7iSfqz5FdE4CIsfTmn2Z9xL2xEcVbUtIkcU0vYaWHM5oUD%2FUgGOeW4gLLCstSYQ%2FI6PFFI5dAXjd3oub0uIvx4gwgKF%2F9aHhaRLayrS22ueAKJIYG5o6KwGEQ9lVsvsG%2FtGHVeuYYb5sC
Toshiba Laptop Satellite Pro R50-B-12U i5-4210 240GB SSD 8GB RAM BIOS LOCKED,69.99,GBP,GB,https://www.ebay.co.uk/itm/226443942310?_skw=laptop&hash=item34b91c59a6:g:IlYAAOSws4hnMhLU&amdata=enc%3AAQAJAAAA4H%2FqIbIc6o8B4%2BvpFzQyE8VoRVW%2Bpb3DpgE2xlCFEZo9pC4cexyKX5Q7XnsxbN3J3lmWICBTnziI%2BtEalEm%2F9L5WCDHeOCCUFWDLReoOwEXp6ZJQLXiuGTk3wqz9lPFmn8kGRoerjXyzu3DMljvsaboSxm%2FD4x80PLEDBH%2BoJ3O8HN0I1KgRQteqt%2BdaQbbeN%2FCcdReFnCcIgDN124E1U2tx5%2Bmj0MmfM2v5eoWRta6YZXgjoH2sIEpTdLwjSYwdaQy84QMFR47JA5aMYWJ0QeT9D5fJZfn%2Fz18tmjFswore
"Dell 7390 13.3"" Laptop - Intel i5 8350U 16GB RAM 512GB NVMe SSD MS Office Win11",289.99,GBP,GB,https://www.ebay.co.uk/itm/256635287959?_skw=laptop&hash=item3bc0a7b997:g:vscAAOSwg01molJb&amdata=enc%3AAQAJAAAA4H%2FqIbIc6o8B4%2BvpFzQyE8XE80%2BuQPT%2Be9gWgB42Vf0tK%2FhHLiom6zOUTLrBcEJKGNkFXPCrOTZniQOzaXuu9OYTatOb4u%2BBYSrLVah%2FrRqklMuE2TUu6cGX1gNzU9iA4mNK9DKoyT9JokKLvvugcKzvC%2B0%2BYFoqyKE0EhOlg%2Fl2PahisC%2F2SlQ4dikINS3x0vXOQ%2BKIKj%2FaB7U3R6vOQ9FTpFZJnp%2F7wBFxsxNaWpeQ0veZtuNFIV64CkzO%2B2u1cYiDdYlXWVFio1eojkPTZI8gbnF%2BnpRRssplmpvHGWSm
"Cheap Bargain HP Probook 430 G5, 8GB ram, 500GB HDD, i5-7th GEN processor,.,",90.00,GBP,GB,https://www.ebay.co.uk/itm/116414998904?_skw=laptop&hash=item1b1adfe978:g:wFgAAOSw~kVnVg63&amdata=enc%3AAQAJAAAA4H%2FqIbIc6o8B4%2BvpFzQyE8XNgcEu4x%2FdyhmZYXt01KICrp9qvsOhkAvO51q%2BM0cNohVHJkK%2BRRA7d%2FYMt58FIsAUQwXN6gmHxn7Md3GZ290TMYqu6dIdIZvODQwwZGGyfzupKzhzyyKBXfJfvLYenaKL3%2BdAL0cCwK6UAg%2BoKFsUyRRdJFxlbyiCIz1vLNjSzl%2BpTv4TKul298HQqnL6VVsI7F3A2sKwjb7%2BNqbyhdyUEJ4MA9jxQ79IAAPIcg2X98gjsavbFLYVyWLN2jBjqhgA9MAd0hgEvdoj%2FFW65JZ7
